ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample
12659,M,WHITE,23-27,5,No,8,High,Less than HS diploma,0,Property,1-2 years,7,6 or more,1,4,1,2,No,Yes,2,2,No,1,0,No,No,No,No,Yes,No,No,No,No,No,No,No,0,4,0,0,54.125,.125,0,0,0,1,1.687066974595843,No,Yes,Yes,No,No,1
12660,F,WHITE,23-27,14,,1,Standard,High School Diploma,0,Drug,1-2 years,10 or more,1,0,5 or more,3,2,Yes,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,3,0,0,62.6,0,0,0,0,0,0,No,Yes,Yes,No,No,1
12661,M,BLACK,28-32,7,No,5,Specialized,High School Diploma,1,Violent/Sex,Less than 1 year,4,1,1,1,1,2,No,No,0,0,Yes,1,0,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,0,10 or more,1,2,172,0,0,0,0,1,2,No,Yes,No,No,Yes,0
12662,M,WHITE,48 or older,17,No,9,Standard,High School Diploma,2,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,2,5 or more,No,No,3 or more,4 or more,No,3 or more,0,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,Yes,No,No,1
12663,M,BLACK,28-32,5,Yes,8,,High School Diploma,3 or more,Property,More than 3 years,8,1,1,5 or more,0,1,No,No,3 or more,0,No,3 or more,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,Yes,No,Yes,No,0
12664,M,BLACK,48 or older,1,No,7,Standard,High School Diploma,3 or more,Property,Greater than 2 to 3 years,10 or more,5,1,5 or more,0,1,No,Yes,3 or more,3,No,3 or more,0,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,113.6666666666667,0,0,0,0,1,5,No,Yes,No,No,Yes,1
12665,M,WHITE,23-27,7,No,7,High,Less than HS diploma,0,Other,Less than 1 year,2,3,0,1,0,1,No,Yes,1,1,No,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
12666,M,BLACK,23-27,13,No,7,High,High School Diploma,0,Drug,Less than 1 year,4,4,0,1,3,4,No,Yes,1,1,No,0,2 or more,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,5,0,0,44.69230769230769,.0769230797886848,0,0,0,1,1.257314974182444,No,No,No,No,No,1
12667,M,WHITE,38-42,18,No,7,High,High School Diploma,2,Property,More than 3 years,10 or more,6 or more,1,5 or more,1,5 or more,No,No,2,2,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,2,519,0,0,0,0,0,0,Yes,Yes,Yes,No,No,1
12668,M,BLACK,48 or older,6,No,3,,Less than HS diploma,2,Property,Less than 1 year,10 or more,6 or more,3 or more,5 or more,1,5 or more,No,No,3 or more,3,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,2,35.4,0,0,0,0,1,2,No,Yes,No,Yes,No,1
12669,M,BLACK,48 or older,18,No,5,Standard,Less than HS diploma,0,Violent/Non-Sex,1-2 years,10 or more,2,3 or more,5 or more,1,4,Yes,No,3 or more,2,Yes,3 or more,0,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,2,10 or more,3 or more,0,42.72727272727273,0,.1515151560306549,0,0,.9957446808510638,.5180851063829788,No,No,No,No,No,0
12670,M,BLACK,38-42,10,No,5,Standard,High School Diploma,3 or more,Property,More than 3 years,4,4,3 or more,0,1,0,No,Yes,1,2,No,1,1,No,No,Yes,No,No,No,No,Yes,No,No,No,No,0,0,0,0,188.6666666666667,0,0,0,0,.8586572438162544,.6453180212014135,No,Yes,No,Yes,No,1
12671,M,BLACK,33-37,19,No,8,Specialized,Less than HS diploma,0,,1-2 years,10 or more,6 or more,3 or more,3,5 or more,5 or more,No,No,0,2,No,0,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,6,0,0,25.07142857142857,.0714285746216774,0,0,0,.2193732193732194,1,No,Yes,No,Yes,No,1
12672,M,BLACK,48 or older,3,No,4,,At least some college,1,,Greater than 2 to 3 years,4,2,0,0,4,0,No,No,1,0,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,2,0,0,311.1666666666667,0,0,0,0,.5254418853776112,.1956347080878415,No,Yes,No,No,Yes,1
12673,M,BLACK,23-27,11,No,7,High,Less than HS diploma,2,Drug,Less than 1 year,7,1,2,1,3,2,No,No,0,1,No,0,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,9.428571428571429,0,0,0,0,0,0,No,No,No,No,No,0
12674,M,BLACK,48 or older,9,No,4,Standard,High School Diploma,0,Drug,1-2 years,10 or more,5,2,3,5 or more,1,Yes,No,3 or more,3,No,0,2 or more,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0,0,0,0,114.5,0,0,0,0,.8165938864628821,.3189956331877729,No,Yes,No,No,Yes,1
12675,M,WHITE,43-47,17,No,4,Standard,High School Diploma,3 or more,Drug,More than 3 years,10 or more,6 or more,3 or more,1,5 or more,5 or more,Yes,Yes,3 or more,4 or more,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,7,0,2,63.8,0,0,0,0,.5454545454545454,.3816614420062696,No,Yes,No,Yes,No,1
12676,M,BLACK,23-27,21,Yes,9,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,5,1,2,2,1,0,No,Yes,0,0,Yes,0,0,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,3,0,0,1,126.3333333333333,.3333333432674408,0,0,0,.1503957783641161,.4818601583113457,No,No,No,No,No,0
12677,F,BLACK,43-47,3,,5,Standard,At least some college,3 or more,Other,More than 3 years,5,4,3 or more,0,3,0,No,Yes,1,0,No,0,2 or more,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,10 or more,0,0,16.6551724137931,0,0,0,0,0,0,No,Yes,No,Yes,No,1
12678,M,WHITE,38-42,17,No,6,High,At least some college,1,Property,1-2 years,10 or more,6 or more,1,5 or more,4,5 or more,No,No,0,4 or more,No,1,0,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,1,4,3 or more,2,81.40000000000001,.2000000029802322,0,.2000000029802322,0,.714987714987715,.8974201474201474,No,Yes,Yes,No,No,1
12679,M,BLACK,18-22,8,No,9,Specialized,Less than HS diploma,0,Violent/Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,4 or more,0,0,1,472,0,0,0,0,.4978813559322034,.3869173728813559,No,No,No,No,No,1
12680,M,WHITE,23-27,3,Yes,7,Standard,High School Diploma,0,Violent/Non-Sex,Greater than 2 to 3 years,6,6 or more,2,0,5 or more,2,No,No,3 or more,4 or more,Yes,0,2 or more,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,10 or more,2,0,24.23684210526316,.0526315793395042,0,0,0,.755700325732899,.7931596091205212,No,No,No,No,No,0
12681,M,BLACK,23-27,5,No,6,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,Yes,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,0,62.25,0,0,0,0,.7068273092369478,1,No,Yes,No,Yes,No,0
12682,M,BLACK,48 or older,15,No,6,High,At least some college,2,Violent/Non-Sex,Greater than 2 to 3 years,5,3,1,4,1,0,No,No,2,1,Yes,2,1,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,0,0,0,0,38.57142857142857,0,0,0,0,0,0,No,Yes,No,No,Yes,1
12683,M,BLACK,33-37,20,No,9,Specialized,Less than HS diploma,3 or more,Drug,1-2 years,7,6 or more,0,1,5 or more,2,No,No,3 or more,4 or more,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,1,13.2,.2000000029802322,0,0,0,1,1,Yes,Yes,Yes,No,No,0
12684,M,BLACK,23-27,18,Yes,7,Specialized,Less than HS diploma,2,Property,More than 3 years,1,0,0,0,0,0,No,Yes,0,0,No,0,0,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,4 or more,0,0,1,328.5,.25,.25,0,0,.0213089802130898,.2779680365296804,No,No,No,No,No,0
12685,M,WHITE,48 or older,2,No,4,Standard,Less than HS diploma,1,Property,Greater than 2 to 3 years,10 or more,6 or more,3 or more,2,5 or more,5 or more,No,No,3 or more,4 or more,No,0,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,0,6,0,3 or more,115.0714285714286,0,0,0,0,0,0,Yes,No,No,No,No,1
12686,M,WHITE,48 or older,25,No,5,Standard,Less than HS diploma,1,Drug,Less than 1 year,10 or more,6 or more,3 or more,1,5 or more,3,No,Yes,3 or more,4 or more,Yes,0,2 or more,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,4,0,0,37.4,0,0,0,0,0,0,Yes,Yes,No,Yes,No,1
12687,M,WHITE,28-32,8,No,6,High,High School Diploma,1,Drug,Greater than 2 to 3 years,5,6 or more,2,4,2,5 or more,No,Yes,2,4 or more,Yes,1,1,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,0,4,0,2,219.7272727272727,0,0,0,0,.1928009929664874,.3022341745966073,No,Yes,No,Yes,No,1
12688,M,WHITE,28-32,25,No,8,Standard,High School Diploma,3 or more,,More than 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,Yes,No,3 or more,4 or more,Yes,3 or more,0,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,0,16,0,0,0,0,0,0,No,Yes,Yes,No,No,1
12689,M,BLACK,23-27,8,No,6,High,At least some college,0,Violent/Non-Sex,More than 3 years,3,3,1,0,2,0,No,Yes,1,1,Yes,0,1,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,3,8,1,1,45.57142857142857,.1071428582072258,0,0,0,.9122257053291536,.5724921630094044,No,No,No,No,No,0
12690,M,WHITE,33-37,20,No,,,High School Diploma,2,Property,Greater than 2 to 3 years,2,1,0,2,0,1,No,No,1,0,No,1,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,0,0,28.5,0,0,0,0,0,0,No,No,No,No,No,1
12691,M,WHITE,48 or older,25,No,6,High,At least some college,2,Property,Greater than 2 to 3 years,10 or more,2,0,5 or more,2,3,No,No,0,0,No,2,0,No,No,No,Yes,No,Yes,No,No,No,No,No,No,0,10 or more,0,0,,,,,,.2564102564102564,2,No,No,No,No,No,1
12692,M,BLACK,33-37,22,Yes,6,High,Less than HS diploma,1,Property,1-2 years,9,6 or more,0,4,3,5 or more,No,No,2,4 or more,No,3 or more,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,1,8.909090909090908,0,.0909090936183929,0,0,0,0,No,Yes,Yes,No,No,1
12693,M,WHITE,33-37,22,No,7,High,Less than HS diploma,0,Drug,Greater than 2 to 3 years,5,6 or more,0,0,5 or more,3,No,No,3 or more,4 or more,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,10 or more,1,1,40.25,0,0,0,0,1,2.268633540372671,No,Yes,No,Yes,No,1
12694,M,WHITE,33-37,2,Yes,6,Specialized,Less than HS diploma,3 or more,Other,Greater than 2 to 3 years,5,2,0,1,0,4,No,No,3 or more,1,No,0,0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,4 or more,3,3 or more,3 or more,47.16666666666666,0,0,.3333333432674408,0,1,1,No,Yes,Yes,No,No,0
12695,F,BLACK,38-42,17,,8,High,At least some college,1,,1-2 years,10 or more,6 or more,0,5 or more,4,5 or more,No,No,3 or more,3,No,3 or more,2 or more,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,0,0,0,2,,,,,,.0443234836702955,.2840202177293935,No,Yes,Yes,No,No,1
12696,M,BLACK,28-32,5,No,7,Specialized,High School Diploma,2,Violent/Non-Sex,More than 3 years,4,3,3 or more,1,0,1,Yes,No,0,2,Yes,1,0,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,4 or more,0,0,3 or more,,0,0,0,0,,,No,No,No,No,No,1
12697,M,BLACK,18-22,8,No,1,Standard,Less than HS diploma,1,Other,1-2 years,4,2,0,1,1,0,No,Yes,2,1,No,2,0,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,1,1,No,No,No,No,No,0
12698,M,WHITE,48 or older,8,No,2,Standard,Less than HS diploma,3 or more,Drug,More than 3 years,2,1,0,1,1,0,No,No,0,1,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,0,,0,0,0,0,,,No,No,No,No,No,1
12699,M,BLACK,43-47,6,No,5,Standard,At least some college,3 or more,Property,More than 3 years,10 or more,6 or more,3 or more,5 or more,0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,214.4,0,0,0,0,.0802238805970149,.3407182835820896,No,Yes,Yes,No,No,1
12700,M,BLACK,23-27,3,Yes,9,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,7,1,3 or more,0,0,1,No,Yes,0,0,Yes,0,0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,3,0,0,0,45.33333333333334,.0555555559694767,.0555555559694767,0,0,0,0,No,Yes,Yes,No,No,0
12701,M,WHITE,23-27,3,No,7,High,High School Diploma,0,Violent/Non-Sex,1-2 years,4,6 or more,3 or more,0,0,3,No,No,0,1,No,0,0,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,0,0,0,2,93.5,0,0,0,0,1,3.906417112299466,No,Yes,No,Yes,No,0
12702,M,BLACK,33-37,8,No,7,High,High School Diploma,1,Violent/Non-Sex,More than 3 years,8,5,2,2,3,2,No,Yes,2,3,Yes,1,2 or more,No,No,Yes,No,No,No,No,No,No,No,No,No,3,0,0,0,,0,0,0,0,,,No,No,No,No,No,1
12703,M,WHITE,23-27,16,Yes,7,Standard,Less than HS diploma,0,Property,Less than 1 year,8,2,0,3,0,5 or more,No,No,0,1,No,1,0,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4 or more,0,0,0,32.08333333333334,0,0,.0833333358168602,0,0,0,No,Yes,No,Yes,No,0
12704,M,BLACK,23-27,1,No,9,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,1,1,1,1,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,66.40000000000001,0,0,0,0,.9548192771084337,1,Yes,No,No,No,No,1
12705,M,BLACK,28-32,19,No,10,Specialized,Less than HS diploma,3 or more,Violent/Non-Sex,Less than 1 year,10 or more,5,3 or more,5 or more,0,5 or more,Yes,No,0,1,Yes,2,0,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,3,10 or more,3 or more,2,28.17857142857143,.1071428582072258,0,0,0,.6894803548795945,.9258555133079849,No,Yes,No,No,Yes,1
12706,M,BLACK,23-27,19,No,7,High,High School Diploma,2,Violent/Non-Sex,More than 3 years,3,1,2,0,1,1,No,Yes,0,1,Yes,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,15.875,0,0,0,0,0,0,No,No,No,No,No,0
12707,M,BLACK,23-27,8,Yes,6,Standard,At least some college,1,Property,Greater than 2 to 3 years,4,2,0,0,2,2,No,Yes,2,1,No,1,1,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,0
12708,M,BLACK,38-42,3,No,7,High,High School Diploma,3 or more,Property,1-2 years,10 or more,5,0,5 or more,2,4,No,No,3 or more,2,No,3 or more,2 or more,No,No,No,No,Yes,No,No,No,No,No,No,Yes,2,0,0,3 or more,233.6,0,0,0,0,.4888698630136986,.6254280821917808,No,No,No,No,No,0
12709,M,BLACK,28-32,19,Yes,5,Specialized,Less than HS diploma,3 or more,Violent/Sex,More than 3 years,1,5,2,0,2,1,Yes,No,1,2,Yes,0,0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,135.5,0,0,0,0,0,0,No,Yes,No,No,Yes,1
12710,M,BLACK,23-27,22,No,5,Standard,High School Diploma,3 or more,,1-2 years,7,1,2,0,3,1,Yes,No,3 or more,1,No,1,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,118.5,0,0,0,0,.3924050632911392,2,No,Yes,Yes,No,No,1
12711,M,WHITE,38-42,4,No,6,High,Less than HS diploma,3 or more,Violent/Non-Sex,1-2 years,7,6 or more,2,5 or more,0,5 or more,Yes,No,0,2,No,1,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,4 or more,0,0,1,47.42105263157895,0,0,0,0,.8268590455049944,.4053829078801331,No,Yes,No,No,Yes,1
12712,M,BLACK,38-42,11,No,10,Specialized,Less than HS diploma,3 or more,Drug,More than 3 years,10 or more,6 or more,3 or more,0,5 or more,5 or more,Yes,No,2,2,No,0,1,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,0,8,1,3 or more,34.12,.119999997317791,0,0,0,1,.8563892145369285,Yes,Yes,No,No,Yes,1
12713,M,BLACK,23-27,3,Yes,9,Specialized,High School Diploma,2,Other,1-2 years,2,0,1,0,1,0,No,Yes,0,0,No,0,0,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,3,10 or more,3 or more,1,33.18181818181818,.0909090936183929,.0454545468091965,0,0,0,0,No,Yes,No,Yes,No,1
12714,F,WHITE,48 or older,16,,4,Standard,High School Diploma,2,Drug,Less than 1 year,7,3,1,0,5 or more,1,No,Yes,3 or more,2,No,0,2 or more,Yes,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
12715,M,WHITE,48 or older,17,No,7,High,Less than HS diploma,1,Property,Less than 1 year,10 or more,6 or more,2,3,5 or more,5 or more,No,Yes,3 or more,2,No,3 or more,2 or more,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,0,0,0,1,107.4444444444444,0,0,0,0,.9038262668045501,.3777145811789038,Yes,No,No,No,No,1
12716,M,WHITE,23-27,3,No,8,High,Less than HS diploma,1,Property,Less than 1 year,4,1,0,3,0,2,No,No,1,1,No,2,0,Yes,No,No,No,No,No,No,No,No,No,No,No,0,7,2,1,107.25,.5,0,0,0,1,3.405594405594405,Yes,Yes,No,No,Yes,1
12717,M,WHITE,33-37,3,No,7,Standard,At least some college,0,,Greater than 2 to 3 years,4,4,0,5 or more,1,0,No,No,0,3,No,3 or more,0,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,0,7,0,0,35,0,0,0,0,.4895238095238095,1.391428571428571,No,No,No,No,No,1
12718,M,BLACK,28-32,15,Yes,5,Specialized,High School Diploma,3 or more,Violent/Non-Sex,More than 3 years,1,0,1,0,0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,21.12162162162162,0,0,0,0,.6058861164427384,.2336852207293666,Yes,No,No,No,No,1
12719,M,WHITE,28-32,17,No,4,Standard,High School Diploma,2,Property,More than 3 years,4,6 or more,2,3,1,3,No,No,0,1,No,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,2,256.5714285714286,0,0,0,0,.361358574610245,.2033685968819599,No,Yes,No,No,Yes,1
12720,M,WHITE,38-42,19,Yes,7,High,High School Diploma,0,Drug,1-2 years,9,2,1,4,2,1,No,No,3 or more,0,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,2,10 or more,1,3 or more,38.74074074074074,0,0,.0370370373129845,0,.5458891013384322,2.095124282982792,No,Yes,No,Yes,No,0
12721,M,BLACK,33-37,2,No,7,High,High School Diploma,2,,More than 3 years,5,1,0,2,3,1,No,Yes,2,0,No,1,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,3,0,0,3 or more,804.3333333333334,.3333333432674408,0,0,0,.0401989225031082,.1513675922088686,No,Yes,No,No,Yes,1
12722,M,BLACK,23-27,1,No,9,Specialized,At least some college,0,Property,Greater than 2 to 3 years,3,4,0,4,1,1,No,No,0,2,No,2,0,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,0,5,0,0,20.5,0,0,0,0,0,0,No,No,No,No,No,0
12723,M,BLACK,23-27,11,Yes,6,High,High School Diploma,1,,1-2 years,4,3,0,1,2,3,No,No,1,2,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,69,0,0,0,0,.8677536231884058,1.323369565217391,No,Yes,No,Yes,No,1
12724,M,BLACK,18-22,12,No,9,Specialized,Less than HS diploma,0,Violent/Non-Sex,More than 3 years,1,1,1,0,0,0,No,Yes,0,1,Yes,0,0,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,1,122.3333333333333,0,0,0,0,.9822888283378747,.4976158038147139,No,No,No,No,No,0
12726,M,BLACK,33-37,19,No,,,Less than HS diploma,2,Violent/Non-Sex,More than 3 years,8,6 or more,3 or more,1,3,5 or more,No,Yes,3 or more,2,Yes,0,2 or more,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,1,,,,,,0,0,No,No,No,No,No,1
12727,M,WHITE,23-27,16,No,7,Standard,Less than HS diploma,1,Property,Less than 1 year,9,5,0,1,3,5 or more,No,No,3 or more,4 or more,No,1,2 or more,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,8,0,0,11.5,0,0,.0625,0,.9782608695652174,1,No,Yes,Yes,No,No,1
12728,M,BLACK,23-27,25,Yes,10,Specialized,Less than HS diploma,0,Property,1-2 years,5,0,1,1,1,2,No,No,1,1,Yes,2,0,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,4 or more,10 or more,1,1,28.72222222222222,.2222222238779068,0,0,0,.1179883945841393,.7064796905222437,No,Yes,No,Yes,No,1
12729,M,WHITE,23-27,8,Yes,8,High,High School Diploma,2,Property,1-2 years,6,3,1,5 or more,0,2,Yes,Yes,1,3,Yes,3 or more,0,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,4 or more,0,0,0,69.25,0,0,0,0,.9927797833935018,1,No,Yes,No,Yes,No,1
12730,M,BLACK,48 or older,4,No,9,Specialized,High School Diploma,0,Violent/Non-Sex,More than 3 years,10 or more,0,3 or more,5 or more,1,2,No,Yes,3 or more,0,Yes,3 or more,1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,2,6,0,1,17.65625,0,0,0,0,.2672566371681416,1.292920353982301,No,Yes,No,Yes,No,0
12731,F,WHITE,33-37,9,,6,High,High School Diploma,2,Drug,Less than 1 year,9,6 or more,1,1,5 or more,4,No,Yes,2,3,No,0,2 or more,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,1,6,0,0,80.33333333333333,0,0,0,0,0,0,No,Yes,No,Yes,No,1
12732,M,BLACK,43-47,4,No,6,High,High School Diploma,0,Violent/Non-Sex,More than 3 years,10 or more,6 or more,3 or more,4,0,5 or more,Yes,Yes,2,4 or more,Yes,0,0,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,0,10 or more,0,0,37.66666666666666,0,.1666666716337204,0,0,.7212389380530974,2,No,Yes,Yes,No,No,1
12733,M,WHITE,23-27,5,Yes,,,High School Diploma,1,Other,Less than 1 year,8,0,0,1,4,4,No,Yes,1,1,No,0,2 or more,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,1,,,,,,0,0,No,Yes,Yes,No,No,1
12734,M,BLACK,28-32,25,No,7,High,Less than HS diploma,0,Violent/Non-Sex,1-2 years,10 or more,6 or more,3 or more,5 or more,4,4,Yes,Yes,2,4 or more,Yes,3 or more,2 or more,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0,0,No,No,No,No,No,1
12735,M,BLACK,43-47,17,No,3,,At least some college,3 or more,Other,1-2 years,6,3,3 or more,2,0,1,Yes,No,3 or more,0,Yes,0,0,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,1,126.3333333333333,0,0,0,0,1,1.927440633245383,No,Yes,No,Yes,No,1
12736,M,WHITE,38-42,15,No,7,High,High School Diploma,2,,More than 3 years,7,2,1,3,3,1,No,No,2,3,Yes,1,2 or more,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,0,5,0,1,,0,0,0,0,,,No,No,No,No,No,1
12737,F,WHITE,48 or older,25,,5,Standard,High School Diploma,3 or more,Property,Less than 1 year,5,0,0,3,0,2,No,No,0,0,No,1,0,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,3 or more,175.6666666666667,0,0,0,0,1,1.386148007590133,No,Yes,No,Yes,No,1
12738,M,BLACK,23-27,5,No,6,Specialized,High School Diploma,1,Violent/Sex,More than 3 years,1,0,1,0,0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,No,No,Yes,Yes,No,No,0,10 or more,0,0,96.66666666666667,0,0,0,0,.9540229885057471,.4198275862068965,No,No,No,No,No,1
12739,M,BLACK,28-32,22,No,9,Specialized,At least some college,3 or more,Violent/Non-Sex,More than 3 years,2,0,2,0,0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,4 or more,5,1,3 or more,93,.1666666716337204,0,0,0,1,1.309139784946237,Yes,Yes,No,Yes,No,1
12740,M,WHITE,43-47,15,No,6,High,At least some college,2,Property,1-2 years,5,6 or more,1,3,0,2,No,No,2,4 or more,No,3 or more,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,1,84.41666666666667,0,0,0,0,1,.7211253701875617,No,No,No,No,No,1
12741,M,BLACK,28-32,7,No,4,Standard,High School Diploma,1,Violent/Non-Sex,Less than 1 year,3,1,2,0,0,1,No,Yes,0,1,Yes,0,0,No,No,Yes,No,No,Yes,No,No,No,No,No,No,0,0,0,0,59.5,0,0,0,0,.3865546218487395,2,No,Yes,No,Yes,No,1
12742,M,WHITE,33-37,19,No,8,Specialized,High School Diploma,1,Violent/Non-Sex,1-2 years,8,5,2,1,2,4,No,No,1,1,Yes,1,1,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,3,10 or more,3 or more,0,63.375,.125,0,0,0,0,0,No,Yes,No,Yes,No,0
